MUNI_CD,MUNI_NM,MUNI_UF_SG,MUNI_DT_CRIACAO,MUNI_DT_EXTINCAO
4403,CRISTAIS,MG,1/1/1980,
4405,CRISTÁLIA,MG,1/1/1980,
4407,CRISTIANO OTONI,MG,1/1/1980,
4409,CRISTINA,MG,1/1/1980,
4411,CRUCILÂNDIA,MG,1/1/1980,
4413,CRUZEIRO DA FORTALEZA,MG,1/1/1980,
4415,CRUZÍLIA,MG,1/1/1980,
4417,CURVELO,MG,1/1/1980,
4419,DATAS,MG,1/1/1980,
4421,DELFIM MOREIRA,MG,1/1/1980,
4423,DELFINÓPOLIS,MG,1/1/1980,
4425,DESCOBERTO,MG,1/1/1980,
4427,DESTERRO DE ENTRE RIOS,MG,1/1/1980,
4429,DESTERRO DO MELO,MG,1/1/1980,
4431,DIAMANTINA,MG,1/1/1980,
4433,DIOGO DE VASCONCELOS,MG,1/1/1980,
4435,DIONÍSIO,MG,1/1/1980,
4437,DIVINÉSIA,MG,1/1/1980,
4439,DIVINO,MG,1/1/1980,
4441,DIVINO DAS LARANJEIRAS,MG,1/1/1980,
4443,DIVINOLÂNDIA DE MINAS,MG,1/1/1980,
4445,DIVINÓPOLIS,MG,1/1/1980,
4447,DIVISA NOVA,MG,1/1/1980,
4449,DOM CAVATI,MG,1/1/1980,
4451,DOM JOAQUIM,MG,1/1/1980,
4453,DOM SILVÉRIO,MG,1/1/1980,
4455,DOM VIÇOSO,MG,1/1/1980,
4457,DONA EUZEBIA,MG,1/1/1980,
4459,DORES DE CAMPOS,MG,1/1/1980,
4461,DORES DE GUANHÃES,MG,1/1/1980,
4463,DORES DO INDAIÁ,MG,1/1/1980,
4465,DORES DO TURVO,MG,1/1/1980,
4467,DORESÓPOLIS,MG,1/1/1980,
4469,DOURADOQUARA,MG,1/1/1980,
4471,ELÓI MENDES,MG,1/1/1980,
4473,ENGENHEIRO CALDAS,MG,1/1/1980,
4475,ENGENHEIRO NAVARRO,MG,1/1/1980,
4477,ENTRE RIOS DE MINAS,MG,1/1/1980,
4479,ERVÁLIA,MG,1/1/1980,
4481,ESMERALDAS,MG,1/1/1980,
4483,ESPERA FELIZ,MG,1/1/1980,
4485,ESPINOSA,MG,1/1/1980,
4487,ESPÍRITO SANTO DO DOURADO,MG,1/1/1980,
4489,ESTIVA,MG,1/1/1980,
4491,ESTRELA DALVA,MG,1/1/1980,
4493,ESTRELA DO INDAIÁ,MG,1/1/1980,
4495,ESTRELA DO SUL,MG,1/1/1980,
4497,EUGENÓPOLIS,MG,1/1/1980,
4499,EWBANK DA CÂMARA,MG,1/1/1980,
4501,EXTREMA,MG,1/1/1980,
4503,FAMA,MG,1/1/1980,
4505,FARIA LEMOS,MG,1/1/1980,
4507,FELÍCIO DOS SANTOS,MG,1/1/1980,
4509,SÃO GONÇALO DO RIO PRETO,MG,1/1/1980,
4511,FELISBURGO,MG,1/1/1980,
4513,FELIXLÂNDIA,MG,1/1/1980,
4515,FERNANDES TOURINHO,MG,1/1/1980,
4517,FERROS,MG,1/1/1980,
4519,FLORESTAL,MG,1/1/1980,
4521,FORMIGA,MG,1/1/1980,
4523,FORMOSO,MG,1/1/1980,
4525,FORTALEZA DE MINAS,MG,1/1/1980,
4527,FORTUNA DE MINAS,MG,1/1/1980,
4529,FRANCISCO BADARÓ,MG,1/1/1980,
4531,FRANCISCO DUMONT,MG,1/1/1980,
4533,FRANCISCO SÁ,MG,1/1/1980,
4535,FREI GASPAR,MG,1/1/1980,
4537,FREI INOCÊNCIO,MG,1/1/1980,
4539,FRONTEIRA,MG,1/1/1980,
4541,FRUTAL,MG,1/1/1980,
4543,FUNILÂNDIA,MG,1/1/1980,
4545,GALILÉIA,MG,1/1/1980,
4547,GONÇALVES,MG,1/1/1980,
4549,GONZAGA,MG,1/1/1980,
4551,Gouveia,MG,1/1/1980,
4553,GOVERNADOR VALADARES,MG,1/1/1980,
4555,GRÃO MOGOL,MG,1/1/1980,
4557,GRUPIARA,MG,1/1/1980,
4559,GUANHÃES,MG,1/1/1980,
4561,GUAPÉ,MG,1/1/1980,
4563,GUARACIABA,MG,1/1/1980,
4565,GUARANÉSIA,MG,1/1/1980,
4567,GUARANI,MG,1/1/1980,
4569,GUARARÁ,MG,1/1/1980,
4571,GUARDA-MOR,MG,1/1/1980,
4573,GUAXUPÉ,MG,1/1/1980,
4575,GUIDOVAL,MG,1/1/1980,
4577,GUIMARÂNIA,MG,1/1/1980,
4579,GUIRICEMA,MG,1/1/1980,
4581,GURINHATÃ,MG,1/1/1980,
4583,HELIODORA,MG,1/1/1980,
4585,IAPU,MG,1/1/1980,
4587,IBERTIOGA,MG,1/1/1980,
4589,IBIÁ,MG,1/1/1980,
4591,IBIAÍ,MG,1/1/1980,
4593,IBIRACI,MG,1/1/1980,
4595,IBIRITÉ,MG,1/1/1980,
4597,IBITIÚRA DE MINAS,MG,1/1/1980,
4599,IBITURUNA,MG,1/1/1980,
4601,IGARAPÉ,MG,1/1/1980,
4603,IGARATINGA,MG,1/1/1980,
4605,IGUATAMA,MG,1/1/1980,
4607,IJACI,MG,1/1/1980,
4609,ILICÍNEA,MG,1/1/1980,
4611,INCONFIDENTES,MG,1/1/1980,
4613,INDIANÓPOLIS,MG,1/1/1980,
4615,INGAÍ,MG,1/1/1980,
4617,INHAPIM,MG,1/1/1980,
4619,INHAÚMA,MG,1/1/1980,
4621,INIMUTABA,MG,1/1/1980,
4623,IPANEMA,MG,1/1/1980,
4625,IPATINGA,MG,1/1/1980,
4627,IPIAÇU,MG,1/1/1980,
4629,IPUIÚNA,MG,1/1/1980,
4631,IRAÍ DE MINAS,MG,1/1/1980,
4633,ITABIRA,MG,1/1/1980,
4635,ITABIRINHA,MG,1/1/1980,
4637,ITABIRITO,MG,1/1/1980,
4639,ITACAMBIRA,MG,1/1/1980,
4641,ITACARAMBI,MG,1/1/1980,
4643,ITAGUARA,MG,1/1/1980,
4645,ITAIPÉ,MG,1/1/1980,
4647,ITAJUBÁ,MG,1/1/1980,
4649,ITAMARANDIBA,MG,1/1/1980,
4651,ITAMARATI DE MINAS,MG,1/1/1980,
4653,ITAMBACURI,MG,1/1/1980,
4655,ITAMBÉ DO MATO DENTRO,MG,1/1/1980,
4657,ITAMOGI,MG,1/1/1980,
4659,ITAMONTE,MG,1/1/1980,
4661,ITANHANDU,MG,1/1/1980,
4663,ITANHOMI,MG,1/1/1980,
4665,ITAOBIM,MG,1/1/1980,
4667,ITAPAGIPE,MG,1/1/1980,
4669,ITAPECERICA,MG,1/1/1980,
4671,ITAPEVA,MG,1/1/1980,
4673,ITATIAIUÇU,MG,1/1/1980,
4675,ITAÚNA,MG,1/1/1980,
4677,ITAVERAVA,MG,1/1/1980,
4679,ITINGA,MG,1/1/1980,
4681,ITUETA,MG,1/1/1980,
4683,ITUIUTABA,MG,1/1/1980,
4685,ITUMIRIM,MG,1/1/1980,
4687,ITURAMA,MG,1/1/1980,
4689,ITUTINGA,MG,1/1/1980,
4691,JABOTICATUBAS,MG,1/1/1980,
4693,JACINTO,MG,1/1/1980,
4695,JACUÍ,MG,1/1/1980,
4697,JACUTINGA,MG,1/1/1980,
4699,JAGUARAÇU,MG,1/1/1980,
4701,JANAÚBA,MG,1/1/1980,
4703,JANUÁRIA,MG,1/1/1980,
4705,JAPARAÍBA,MG,1/1/1980,
4707,JECEABA,MG,1/1/1980,
4709,JEQUERI,MG,1/1/1980,
4711,JEQUITAÍ,MG,1/1/1980,
4713,JEQUITIBÁ,MG,1/1/1980,
4715,JEQUITINHONHA,MG,1/1/1980,
4717,JESUÂNIA,MG,1/1/1980,
4719,JOAÍMA,MG,1/1/1980,
4721,JOANÉSIA,MG,1/1/1980,
4723,JOÃO MONLEVADE,MG,1/1/1980,
4725,JOÃO PINHEIRO,MG,1/1/1980,
4727,JOAQUIM FELÍCIO,MG,1/1/1980,
4729,JORDÂNIA,MG,1/1/1980,
4731,NOVA UNIÃO,MG,1/1/1980,
4733,JUIZ DE FORA,MG,1/1/1980,
4735,JURAMENTO,MG,1/1/1980,
4737,JURUAIA,MG,1/1/1980,
4739,LADAINHA,MG,1/1/1980,
4741,LAGAMAR,MG,1/1/1980,
4743,LAGOA DA PRATA,MG,1/1/1980,
4745,LAGOA DOS PATOS,MG,1/1/1980,
4747,LAGOA DOURADA,MG,1/1/1980,
4749,LAGOA FORMOSA,MG,1/1/1980,
4751,LAGOA SANTA,MG,1/1/1980,
4753,LAJINHA,MG,1/1/1980,
4755,LAMBARI,MG,1/1/1980,
4757,LAMIM,MG,1/1/1980,
4759,LARANJAL,MG,1/1/1980,
4761,LASSANCE,MG,1/1/1980,
4763,LAVRAS,MG,1/1/1980,
4765,LEANDRO FERREIRA,MG,1/1/1980,
4767,LEOPOLDINA,MG,1/1/1980,
4769,LIBERDADE,MG,1/1/1980,
4771,LIMA DUARTE,MG,1/1/1980,
4773,LUMINÁRIAS,MG,1/1/1980,
4775,LUZ,MG,1/1/1980,
4777,MACHACALIS,MG,1/1/1980,
4779,MACHADO,MG,1/1/1980,
4781,MADRE DE DEUS DE MINAS,MG,1/1/1980,
4783,MALACACHETA,MG,1/1/1980,
4785,MANGA,MG,1/1/1980,
4787,MANHUAÇU,MG,1/1/1980,
4789,MANHUMIRIM,MG,1/1/1980,
4791,MANTENA,MG,1/1/1980,
4793,MARAVILHAS,MG,1/1/1980,
4795,MAR DE ESPANHA,MG,1/1/1980,
4797,MARIA DA FÉ,MG,1/1/1980,
4799,MARIANA,MG,1/1/1980,
4801,MARILAC,MG,1/1/1980,
4803,MARIPÁ DE MINAS,MG,1/1/1980,
4805,MARLIÉRIA,MG,1/1/1980,
4807,MARMELÓPOLIS,MG,1/1/1980,
4809,MARTINHO CAMPOS,MG,1/1/1980,
4811,MATERLÂNDIA,MG,1/1/1980,
4813,MATEUS LEME,MG,1/1/1980,
4815,MATIAS BARBOSA,MG,1/1/1980,
4817,MATIPÓ,MG,1/1/1980,
4819,MATO VERDE,MG,1/1/1980,
4821,MATOZINHOS,MG,1/1/1980,
4823,MATUTINA,MG,1/1/1980,
4825,MEDEIROS,MG,1/1/1980,
4827,MEDINA,MG,1/1/1980,
4829,MENDES PIMENTEL,MG,1/1/1980,
4831,MERCÊS,MG,1/1/1980,
4833,MESQUITA,MG,1/1/1980,
4835,MINAS NOVAS,MG,1/1/1980,
4837,MINDURI,MG,1/1/1980,
4839,MIRABELA,MG,1/1/1980,
4841,MIRADOURO,MG,1/1/1980,
4843,MIRAÍ,MG,1/1/1980,
4845,MOEDA,MG,1/1/1980,
4847,MOEMA,MG,1/1/1980,
4849,MONJOLOS,MG,1/1/1980,
4851,MONSENHOR PAULO,MG,1/1/1980,
4853,MONTALVÂNIA,MG,1/1/1980,
4855,MONTE ALEGRE DE MINAS,MG,1/1/1980,
4857,MONTE AZUL,MG,1/1/1980,
4859,MONTE BELO,MG,1/1/1980,
4861,MONTE CARMELO,MG,1/1/1980,
4863,MONTE SANTO DE MINAS,MG,1/1/1980,
4865,MONTES CLAROS,MG,1/1/1980,
4867,MONTE SIÃO,MG,1/1/1980,
4869,MORADA NOVA DE MINAS,MG,1/1/1980,
4871,MORRO DA GARÇA,MG,1/1/1980,
4873,MORRO DO PILAR,MG,1/1/1980,
4875,MUNHOZ,MG,1/1/1980,
4877,MURIAÉ,MG,1/1/1980,
4879,MUTUM,MG,1/1/1980,
4881,MUZAMBINHO,MG,1/1/1980,
4883,NACIP RAYDAN,MG,1/1/1980,
4885,NANUQUE,MG,1/1/1980,
4887,NATÉRCIA,MG,1/1/1980,
4889,NAZARENO,MG,1/1/1980,
4891,NEPOMUCENO,MG,1/1/1980,
4893,NOVA ERA,MG,1/1/1980,
4895,NOVA LIMA,MG,1/1/1980,
4897,NOVA MÓDICA,MG,1/1/1980,
4899,NOVA PONTE,MG,1/1/1980,
4901,NOVA RESENDE,MG,1/1/1980,
4903,NOVA SERRANA,MG,1/1/1980,
4905,NOVO CRUZEIRO,MG,1/1/1980,
4907,OLARIA,MG,1/1/1980,
4909,OLÍMPIO NORONHA,MG,1/1/1980,
4911,OLIVEIRA,MG,1/1/1980,
4913,OLIVEIRA FORTES,MG,1/1/1980,
4915,ONÇA DE PITANGUI,MG,1/1/1980,
4917,OURO BRANCO,MG,1/1/1980,
4919,OURO FINO,MG,1/1/1980,
4921,OURO PRETO,MG,1/1/1980,
4923,OURO VERDE DE MINAS,MG,1/1/1980,
4925,PADRE PARAÍSO,MG,1/1/1980,
4927,PAINEIRAS,MG,1/1/1980,
4929,PAINS,MG,1/1/1980,
4931,PAIVA,MG,1/1/1980,
4933,PALMA,MG,1/1/1980,
4935,FRONTEIRA DOS VALES,MG,1/1/1980,
4937,PAPAGAIOS,MG,1/1/1980,
4939,PARACATU,MG,1/1/1980,
4941,PARÁ DE MINAS,MG,1/1/1980,
4943,PARAGUAÇU,MG,1/1/1980,
4945,PARAISÓPOLIS,MG,1/1/1980,
4947,PARAOPEBA,MG,1/1/1980,
4949,PASSABÉM,MG,1/1/1980,
4951,PASSA QUATRO,MG,1/1/1980,
4953,PASSA TEMPO,MG,1/1/1980,
4955,PASSA VINTE,MG,1/1/1980,
4957,PASSOS,MG,1/1/1980,
4959,PATOS DE MINAS,MG,1/1/1980,
4961,PATROCÍNIO,MG,1/1/1980,
4963,PATROCÍNIO DO MURIAÉ,MG,1/1/1980,
4965,PAULA CÂNDIDO,MG,1/1/1980,
4967,PAULISTAS,MG,1/1/1980,
4969,PAVÃO,MG,1/1/1980,
4971,PEÇANHA,MG,1/1/1980,
4973,PEDRA AZUL,MG,1/1/1980,
4975,PEDRA DO ANTA,MG,1/1/1980,
4977,PEDRA DO INDAIÁ,MG,1/1/1980,
4979,PEDRA DOURADA,MG,1/1/1980,
4981,PEDRALVA,MG,1/1/1980,
4983,PEDRINÓPOLIS,MG,1/1/1980,
4985,PEDRO LEOPOLDO,MG,1/1/1980,
4987,PEDRO TEIXEIRA,MG,1/1/1980,
4989,PEQUERI,MG,1/1/1980,
4991,PEQUI,MG,1/1/1980,
4993,PERDIGÃO,MG,1/1/1980,
4995,PERDIZES,MG,1/1/1980,
4997,PERDÕES,MG,1/1/1980,
4999,PESCADOR,MG,1/1/1980,
5001,PIAU,MG,1/1/1980,
5003,PIEDADE DE PONTE NOVA,MG,1/1/1980,
5005,PIEDADE DO RIO GRANDE,MG,1/1/1980,
5007,PIEDADE DOS GERAIS,MG,1/1/1980,
5009,PIMENTA,MG,1/1/1980,
5011,PIRACEMA,MG,1/1/1980,
5013,PIRAJUBA,MG,1/1/1980,
5015,PIRANGA,MG,1/1/1980,
5017,PIRANGUÇU,MG,1/1/1980,
5019,PIRANGUINHO,MG,1/1/1980,
5021,PIRAPETINGA,MG,1/1/1980,
5023,PIRAPORA,MG,1/1/1980,
5025,PIRAÚBA,MG,1/1/1980,
5027,PITANGUI,MG,1/1/1980,
5029,PIUMHI,MG,1/1/1980,
5031,PLANURA,MG,1/1/1980,
5033,POÇO FUNDO,MG,1/1/1980,
5035,POÇOS DE CALDAS,MG,1/1/1980,
5037,POCRANE,MG,1/1/1980,
5039,POMPÉU,MG,1/1/1980,
5041,PONTE NOVA,MG,1/1/1980,
5043,PORTEIRINHA,MG,1/1/1980,
5045,PORTO FIRME,MG,1/1/1980,
5047,POTÉ,MG,1/1/1980,
5049,POUSO ALEGRE,MG,1/1/1980,
5051,POUSO ALTO,MG,1/1/1980,
5053,PRADOS,MG,1/1/1980,
5055,PRATA,MG,1/1/1980,
5057,PRATÁPOLIS,MG,1/1/1980,
5059,PRATINHA,MG,1/1/1980,
5061,PRESIDENTE BERNARDES,MG,4/1/1993,
5063,PRESIDENTE JUSCELINO,MG,1/1/1980,
5065,PRESIDENTE KUBITSCHEK,MG,1/1/1980,
5067,PRESIDENTE OLEGÁRIO,MG,1/1/1980,
5069,ALTO JEQUITIBÁ,MG,4/1/1993,
5071,PRUDENTE DE MORAIS,MG,1/1/1980,
5073,QUARTEL GERAL,MG,1/1/1980,
5075,Queluzito,MG,1/1/1980,
5077,RAPOSOS,MG,1/1/1980,
5079,RAUL SOARES,MG,1/1/1980,
5081,RECREIO,MG,1/1/1980,
5083,RESENDE COSTA,MG,1/1/1980,
5085,RESPLENDOR,MG,1/1/1980,
5087,RESSAQUINHA,MG,1/1/1980,
5089,RIACHO DOS MACHADOS,MG,1/1/1980,
5091,RIBEIRÃO DAS NEVES,MG,1/1/1980,
5093,RIBEIRÃO VERMELHO,MG,1/1/1980,
5095,RIO ACIMA,MG,1/1/1980,
5097,RIO CASCA,MG,1/1/1980,
5099,RIO DOCE,MG,1/1/1980,
5101,RIO DO PRADO,MG,1/1/1980,
5103,RIO ESPERA,MG,1/1/1980,
5105,RIO MANSO,MG,1/1/1980,
5107,RIO NOVO,MG,1/1/1980,
5109,RIO PARANAÍBA,MG,1/1/1980,
5111,RIO PARDO DE MINAS,MG,1/1/1980,
5113,RIO PIRACICABA,MG,1/1/1980,
5115,RIO POMBA,MG,1/1/1980,
5117,RIO PRETO,MG,1/1/1980,
5119,RIO VERMELHO,MG,1/1/1980,
5121,RITÁPOLIS,MG,1/1/1980,
5123,ROCHEDO DE MINAS,MG,1/1/1980,
5125,RODEIRO,MG,1/1/1980,
5127,ROMARIA,MG,1/1/1980,
5129,RUBELITA,MG,1/1/1980,
5131,RUBIM,MG,1/1/1980,
5133,SABARÁ,MG,1/1/1980,
5135,SABINÓPOLIS,MG,1/1/1980,
5137,SACRAMENTO,MG,1/1/1980,
5139,SALINAS,MG,1/1/1980,
5141,SALTO DA DIVISA,MG,1/1/1980,
5143,SANTA BÁRBARA,MG,1/1/1980,
5145,SANTA BÁRBARA DO TUGÚRIO,MG,1/1/1980,
5147,SANTA CRUZ DO ESCALVADO,MG,1/1/1980,
5149,SANTA EFIGÊNIA DE MINAS,MG,1/1/1980,
5151,SANTA FÉ DE MINAS,MG,1/1/1980,
5153,SANTA JULIANA,MG,1/1/1980,
5155,SANTA LUZIA,MG,1/1/1980,
5157,SANTA MARGARIDA,MG,1/1/1980,
5159,SANTA MARIA DE ITABIRA,MG,1/1/1980,
5161,SANTA MARIA DO SALTO,MG,1/1/1980,
5163,SANTA MARIA DO SUAÇUÍ,MG,1/1/1980,
5165,SANTANA DA VARGEM,MG,1/1/1980,
5167,SANTANA DE CATAGUASES,MG,1/1/1980,
5169,SANTANA DE PIRAPAMA,MG,1/1/1980,
5171,SANTANA DO DESERTO,MG,1/1/1980,
5173,SANTANA DO GARAMBÉU,MG,1/1/1980,
5175,SANTANA DO JACARÉ,MG,1/1/1980,
5177,SANTANA DO MANHUAÇU,MG,1/1/1980,
5179,SANTANA DO RIACHO,MG,1/1/1980,
5181,SANTANA DOS MONTES,MG,1/1/1980,
5183,SANTA RITA DE CALDAS,MG,1/1/1980,
5185,SANTA RITA DE JACUTINGA,MG,1/1/1980,
5187,SANTA RITA DE IBITIPOCA,MG,1/1/1980,
5189,SANTA RITA DO ITUETO,MG,1/1/1980,
5191,SANTA RITA DO SAPUCAÍ,MG,1/1/1980,
5193,SANTA ROSA DA SERRA,MG,1/1/1980,
5195,SANTA VITÓRIA,MG,1/1/1980,
5197,SANTO ANTÔNIO DO AMPARO,MG,1/1/1980,
5199,SANTO ANTÔNIO DO AVENTUREIRO,MG,1/1/1980,
5201,SANTO ANTÔNIO DO GRAMA,MG,1/1/1980,
5203,SANTO ANTÔNIO DO ITAMBÉ,MG,1/1/1980,
5205,SANTO ANTÔNIO DO JACINTO,MG,1/1/1980,
5207,SANTO ANTÔNIO DO MONTE,MG,1/1/1980,
5209,SANTO ANTÔNIO DO RIO ABAIXO,MG,1/1/1980,
5211,SANTO HIPÓLITO,MG,1/1/1980,
5213,SANTOS DUMONT,MG,1/1/1980,
5215,SÃO BENTO ABADE,MG,1/1/1980,
5217,SÃO BRÁS DO SUAÇUÍ,MG,1/1/1980,
5219,SÃO DOMINGOS DO PRATA,MG,1/1/1980,
5221,SÃO FRANCISCO,MG,1/1/1980,
5223,SÃO FRANCISCO DE PAULA,MG,1/1/1980,
5225,SÃO FRANCISCO DE SALES,MG,1/1/1980,
5227,SÃO FRANCISCO DO GLÓRIA,MG,1/1/1980,
5229,SÃO GERALDO,MG,1/1/1980,
5231,SÃO GERALDO DA PIEDADE,MG,1/1/1980,
5233,SÃO GONÇALO DO ABAETÉ,MG,1/1/1980,
5235,SÃO GONÇALO DO PARÁ,MG,1/1/1980,
5237,SÃO GONÇALO DO RIO ABAIXO,MG,1/1/1980,
5239,SÃO GONÇALO DO SAPUCAÍ,MG,1/1/1980,
5241,SÃO GOTARDO,MG,1/1/1980,
5243,SÃO JOÃO BATISTA DO GLÓRIA,MG,1/1/1980,
5245,SÃO JOÃO DA MATA,MG,1/1/1980,
5247,SÃO JOÃO DA PONTE,MG,1/1/1980,
5249,SÃO JOÃO DEL REI,MG,1/1/1980,
5251,SÃO JOÃO DO ORIENTE,MG,1/1/1980,
5253,SÃO JOÃO DO PARAÍSO,MG,1/1/1980,
5255,SÃO JOÃO EVANGELISTA,MG,1/1/1980,
5257,SÃO JOÃO NEPOMUCENO,MG,1/1/1980,
5259,SÃO JOSÉ DA SAFIRA,MG,1/1/1980,
5261,SÃO JOSÉ DA VARGINHA,MG,1/1/1980,
5263,SÃO JOSÉ DO ALEGRE,MG,1/1/1980,
5265,SÃO JOSÉ DO DIVINO,MG,1/1/1980,
5267,SÃO JOSÉ DO GOIABAL,MG,1/1/1980,
5269,SÃO JOSÉ DO JACURI,MG,1/1/1980,
5271,SÃO JOSÉ DO MANTIMENTO,MG,1/1/1980,
5273,SÃO LOURENÇO,MG,1/1/1980,
5275,SÃO MIGUEL DO ANTA,MG,1/1/1980,
5277,SÃO PEDRO DA UNIÃO,MG,1/1/1980,
5279,SÃO PEDRO DOS FERROS,MG,1/1/1980,
5281,SÃO PEDRO DO SUAÇUÍ,MG,1/1/1980,
5283,SÃO ROMÃO,MG,1/1/1980,
5285,SÃO ROQUE DE MINAS,MG,1/1/1980,
5287,SÃO SEBASTIÃO DA BELA VISTA,MG,1/1/1980,
5289,SÃO SEBASTIÃO DO MARANHÃO,MG,1/1/1980,
5291,SÃO SEBASTIÃO DO OESTE,MG,1/1/1980,
5293,SÃO SEBASTIÃO DO PARAÍSO,MG,1/1/1980,
5295,SÃO SEBASTIÃO DO RIO PRETO,MG,1/1/1980,
5297,SÃO SEBASTIÃO DO RIO VERDE,MG,1/1/1980,
5299,SÃO TIAGO,MG,1/1/1980,
5301,SÃO TOMÁS DE AQUINO,MG,1/1/1980,
5303,SÃO TOMÉ DAS LETRAS,MG,1/1/1980,
5305,SÃO VICENTE DE MINAS,MG,1/1/1980,
5307,SAPUCAÍ-MIRIM,MG,1/1/1980,
5309,SARDOÁ,MG,1/1/1980,
5311,SENADOR CORTES,MG,1/1/1980,
5313,SENADOR FIRMINO,MG,1/1/1980,
5315,SENADOR JOSÉ BENTO,MG,1/1/1980,
5317,SENADOR MODESTINO GONÇALVES,MG,1/1/1980,
5319,SENHORA DE OLIVEIRA,MG,1/1/1980,
5321,SENHORA DO PORTO,MG,1/1/1980,
5323,SENHORA DOS REMÉDIOS,MG,1/1/1980,
5325,SERICITA,MG,1/1/1980,
5327,SERITINGA,MG,1/1/1980,
5329,SERRA AZUL DE MINAS,MG,1/1/1980,
5331,SERRA DA SAUDADE,MG,1/1/1980,
5333,SERRA DOS AIMORÉS,MG,1/1/1980,
5335,SERRA DO SALITRE,MG,1/1/1980,
5337,SERRANIA,MG,1/1/1980,
5339,SERRANOS,MG,1/1/1980,
5341,SERRO,MG,1/1/1980,
5343,SETE LAGOAS,MG,1/1/1980,
5345,SILVEIRÂNIA,MG,1/1/1980,
5347,SILVIANÓPOLIS,MG,1/1/1980,
5349,SIMÃO PEREIRA,MG,1/1/1980,
5351,SIMONÉSIA,MG,1/1/1980,
5353,SOBRÁLIA,MG,1/1/1980,
5355,SOLEDADE DE MINAS,MG,1/1/1980,
5357,TABULEIRO,MG,1/1/1980,
5359,TAIOBEIRAS,MG,1/1/1980,
5361,TAPIRA,MG,1/1/1980,
5363,TAPIRAÍ,MG,1/1/1980,
5365,TAQUARAÇU DE MINAS,MG,1/1/1980,
5367,TARUMIRIM,MG,1/1/1980,
5369,TEIXEIRAS,MG,1/1/1980,
5371,TEÓFILO OTONI,MG,1/1/1980,
5373,TIMÓTEO,MG,1/1/1980,
5375,TIRADENTES,MG,1/1/1980,
5377,TIROS,MG,1/1/1980,
5909,SAQUAREMA,RJ,1/1/1980,
5911,SILVA JARDIM,RJ,1/1/1980,
5913,SUMIDOURO,RJ,1/1/1980,
5915,TERESÓPOLIS,RJ,1/1/1980,
5917,TRAJANO DE MORAES,RJ,1/1/1980,
5919,TRÊS RIOS,RJ,1/1/1980,
5921,VALENÇA,RJ,1/1/1980,
5923,VASSOURAS,RJ,1/1/1980,
5925,VOLTA REDONDA,RJ,1/1/1980,
5927,ARRAIAL DO CABO,RJ,1/1/1986,
5929,ITALVA,RJ,31/12/1986,
5931,MATO CASTELHANO,RS,15/12/1987,
5933,MORMAÇO,RS,1/1/1980,
5935,MULITERNO,RS,1/1/1980,
5937,NICOLAU VERGUEIRO,RS,1/1/1980,
5939,PONTÃO,RS,1/1/1980,
5941,SANTO ANTÔNIO DO PALMA,RS,1/1/1980,
5943,BARRA FUNDA,RS,1/1/1980,
5945,COQUEIROS DO SUL,RS,1/1/1980,
5947,ENGENHO VELHO,RS,1/1/1980,
5949,GRAMADO DOS LOUREIROS,RS,1/1/1980,
5951,LAGOA DOS TRÊS CANTOS,RS,10/12/1980,
5953,NOVA BOA VISTA,RS,10/5/1990,
5955,RIO DOS ÍNDIOS,RS,1/1/1980,
5957,SANTO ANTÔNIO DO PLANALTO,RS,1/1/1980,
5959,BARRA DO RIO AZUL,RS,1/1/1980,
5961,CARLOS GOMES,RS,1/1/1980,
5963,CENTENÁRIO,RS,10/5/1990,
5965,CHARRUA,RS,1/1/1980,
5967,PONTE PRETA,RS,1/1/1980,
5969,AMETISTA DO SUL,RS,4/1/1993,
5971,DOIS IRMÃOS DAS MISSÕES,RS,1/1/1980,
5973,NOVO TIRADENTES,RS,1/1/1980,
5975,PINHEIRINHO DO VALE,RS,1/1/1980,
5977,SANTO EXPEDITO DO SUL,RS,1/1/1980,
5979,TUPANCI DO SUL,RS,1/1/1980,
5981,BOA VISTA DAS MISSÕES,RS,10/5/1990,
5983,LAJEADO DO BUGRE,RS,4/1/1993,
5985,NOVO BARREIRO,RS,9/4/1986,
5987,SAGRADA FAMÍLIA,RS,1/1/1980,
5989,SÃO JOSÉ DAS MISSÕES,RS,10/5/1990,
5991,NOVA PÁDUA,RS,1/1/1980,
5993,MONTE BELO DO SUL,RS,1/1/1980,
5995,SANTA TEREZA,RS,1/1/1980,
5997,SÃO VALENTIM DO SUL,RS,1/1/1980,
5999,UNIÃO DA SERRA,RS,4/1/1993,
6001,RIO DE JANEIRO,RJ,1/1/1980,
6003,ITATIAIA,RJ,10/5/1990,
6005,PATY DO ALFERES,RJ,1/1/1989,
6007,QUISSAMÃ,RJ,10/5/1990,
6009,SÃO JOSÉ DO VALE DO RIO PRETO,RJ,1/1/1989,
6011,IBITIRAMA,ES,10/5/1990,
6013,CAMPESTRE DA SERRA,RS,4/1/1993,
6015,SÃO JOSÉ DOS AUSENTES,RS,4/1/1993,
6017,LINDOLFO COLLOR,RS,4/1/1993,
6019,MORRO REUTER,RS,1/1/1980,
6021,PICADA CAFÉ,RS,1/1/1980,
6023,PRESIDENTE LUCENA,RS,4/1/1993,
6025,CAPITÃO,RS,1/1/1980,
6027,ITAPUCA,RS,1/1/1980,
6029,COLINAS,RS,4/1/1993,
6031,MATO LEITÃO,RS,1/1/1980,
6033,SANTA CLARA DO SUL,RS,1/1/1980,
