ibge_code,name,uf,tom_code,created_at,extinguished_at
2307007,Jaguaruana,CE,1441,1980-01-01,
2307106,Jardim,CE,1443,1980-01-01,
2307205,Jati,CE,1445,1980-01-01,
2307304,Juazeiro do Norte,CE,1447,1980-01-01,
2307403,Jucás,CE,1449,1980-01-01,
2307502,Lavras da Mangabeira,CE,1451,1980-01-01,
2307601,Limoeiro do Norte,CE,1453,1980-01-01,
2307700,Maranguape,CE,1455,1980-01-01,
2307809,Marco,CE,1457,1980-01-01,
2307908,Martinópole,CE,1459,1980-01-01,
2308005,Massapê,CE,1461,1980-01-01,
2308104,Mauriti,CE,1463,1980-01-01,
2308203,Meruoca,CE,1465,1980-01-01,
2308302,Milagres,CE,1467,1980-01-01,
2308401,Missão Velha,CE,1469,1980-01-01,
2308500,Mombaça,CE,1471,1980-01-01,
2308609,Monsenhor Tabosa,CE,1473,1980-01-01,
2308708,Morada Nova,CE,1475,1980-01-01,
2308807,Moraújo,CE,1477,1980-01-01,
2308906,Morrinhos,CE,1479,1980-01-01,
2309003,Mucambo,CE,1481,1980-01-01,
2309102,Mulungu,CE,1483,1980-01-01,
2309201,Nova Olinda,CE,1485,1980-01-01,
2309300,Nova Russas,CE,1487,1980-01-01,
2309409,Novo Oriente,CE,1489,1980-01-01,
2309508,Orós,CE,1491,1980-01-01,
2309607,Pacajus,CE,1493,1980-01-01,
2309706,Pacatuba,CE,1495,1980-01-01,
2309805,Pacoti,CE,1497,1980-01-01,
2309904,Pacujá,CE,1499,1980-01-01,
2310001,Palhano,CE,1501,1980-01-01,
2310100,Palmácia,CE,1503,1980-01-01,
2310209,Paracuru,CE,1505,1980-01-01,
2310308,Parambu,CE,1507,1980-01-01,
2310407,Paramoti,CE,1509,1980-01-01,
2310506,Pedra Branca,CE,1511,1980-01-01,
2310605,Penaforte,CE,1513,1980-01-01,
2310704,Pentecoste,CE,1515,1980-01-01,
2310803,Pereiro,CE,1517,1980-01-01,
2310902,Piquet Carneiro,CE,1519,1980-01-01,
2311009,Poranga,CE,1521,1980-01-01,
2311108,Porteiras,CE,1523,1980-01-01,
2311207,Potengi,CE,1525,1980-01-01,
2311306,Quixadá,CE,1527,1980-01-01,
2311405,Quixeramobim,CE,1529,1980-01-01,
2311504,Quixeré,CE,1531,1980-01-01,
2311603,Redenção,CE,1533,1980-01-01,
2311702,Reriutaba,CE,1535,1980-01-01,
2311801,Russas,CE,1537,1980-01-01,
2311900,Saboeiro,CE,1539,1980-01-01,
2312007,Santana do Acaraú,CE,1541,1980-01-01,
2312106,Santana do Cariri,CE,1543,1980-01-01,
2312205,Santa Quitéria,CE,1545,1980-01-01,
2312304,São Benedito,CE,1547,1980-01-01,
2312403,São Gonçalo do Amarante,CE,1549,1980-01-01,
2312502,São João do Jaguaribe,CE,1551,1980-01-01,
2312601,São Luís do Curu,CE,1553,1980-01-01,
2312700,Senador Pompeu,CE,1555,1980-01-01,
2312809,Senador Sá,CE,1557,1980-01-01,
2312908,Sobral,CE,1559,1980-01-01,
2313005,Solonópole,CE,1561,1980-01-01,
2313104,Tabuleiro do Norte,CE,1563,1980-01-01,
2313203,Tamboril,CE,1565,1980-01-01,
2313302,Tauá,CE,1567,1980-01-01,
2313401,Tianguá,CE,1569,1980-01-01,
2313500,Trairi,CE,1571,1980-01-01,
2313609,Ubajara,CE,1573,1980-01-01,
2313708,Umari,CE,1575,1980-01-01,
2313807,Uruburetama,CE,1577,1980-01-01,
2313906,Uruoca,CE,1579,1980-01-01,
2314003,Várzea Alegre,CE,1581,1980-01-01,
2314102,Viçosa do Ceará,CE,1583,1980-01-01,
2307650,Maracanaú,CE,1585,1985-01-05,
2300754,Amontada,CE,1587,1986-01-01,
2304251,Cruz,CE,1589,1986-01-01,
2304350,Forquilha,CE,1591,1986-01-01,
2305357,Icapuí,CE,1593,1986-01-01,
2306553,Itarema,CE,1595,1986-01-01,
2308351,Milhã,CE,1597,1986-01-01,
2310258,Paraipaba,CE,1599,1986-01-01,
2400109,Acari,RN,1601,1980-01-01,
,ASSU,RN,1603,1980-01-01,
2400307,Afonso Bezerra,RN,1605,1980-01-01,
2400406,Água Nova,RN,1607,1980-01-01,
2400505,Alexandria,RN,1609,1980-01-01,
2400604,Almino Afonso,RN,1611,1980-01-01,
2400703,Alto do Rodrigues,RN,1613,1980-01-01,
2400802,Angicos,RN,1615,1980-01-01,
2400901,Antônio Martins,RN,1617,1980-01-01,
2401008,Apodi,RN,1619,1980-01-01,
2401107,Areia Branca,RN,1621,1980-01-01,
2401206,Arês,RN,1623,1980-01-01,
2401305,Campo Grande,RN,1625,1993-01-04,
2401404,Baía Formosa,RN,1627,1980-01-01,
2401503,Barcelona,RN,1629,1980-01-01,
2401602,Bento Fernandes,RN,1631,1980-01-01,
2401701,Bom Jesus,RN,1633,1980-01-01,
2401800,Brejinho,RN,1635,1980-01-01,
2401909,Caiçara do Rio do Vento,RN,1637,1980-01-01,
2402006,Caicó,RN,1639,1980-01-01,
2402105,Campo Redondo,RN,1641,1980-01-01,
2402204,Canguaretama,RN,1643,1980-01-01,
2402303,Caraúbas,RN,1645,1980-01-01,
2402402,Carnaúba dos Dantas,RN,1647,1980-01-01,
2402501,Carnaubais,RN,1649,1980-01-01,
2402600,Ceará-Mirim,RN,1651,1980-01-01,
2402709,Cerro Corá,RN,1653,1993-01-04,
2402808,Coronel Ezequiel,RN,1655,1980-01-01,
2402907,Coronel João Pessoa,RN,1657,1980-01-01,
2403004,Cruzeta,RN,1659,1980-01-01,
2403103,Currais Novos,RN,1661,1980-01-01,
2403202,Doutor Severiano,RN,1663,1980-01-01,
2403301,Encanto,RN,1665,1980-01-01,
2403400,Equador,RN,1667,1980-01-01,
2403509,Espírito Santo,RN,1669,1980-01-01,
2403608,Extremoz,RN,1671,1980-01-01,
2403707,Felipe Guerra,RN,1673,1980-01-01,
2403806,Florânia,RN,1675,1980-01-01,
2403905,Francisco Dantas,RN,1677,1980-01-01,
2404101,Galinhos,RN,1679,1980-01-01,
2404200,Goianinha,RN,1681,1980-01-01,
2404309,Governador Dix-Sept Rosado,RN,1683,1980-01-01,
2404408,Grossos,RN,1685,1980-01-01,
2404507,Guamaré,RN,1687,1980-01-01,
2404606,Ielmo Marinho,RN,1689,1980-01-01,
2404705,Ipanguaçu,RN,1691,1980-01-01,
2404804,Ipueira,RN,1693,1980-01-01,
2404903,Itaú,RN,1695,1980-01-01,
2405009,Jaçanã,RN,1697,1980-01-01,
2405108,Jandaíra,RN,1699,1980-01-01,
2405207,Janduís,RN,1701,1980-01-01,
,BOA SAÚDE,RN,1703,1993-01-04,
2405405,Japi,RN,1705,1980-01-01,
2405504,Jardim de Angicos,RN,1707,1980-01-01,
2405603,Jardim de Piranhas,RN,1709,1980-01-01,
2405702,Jardim do Seridó,RN,1711,1980-01-01,
2405801,João Câmara,RN,1713,1980-01-01,
2405900,João Dias,RN,1715,1980-01-01,
2406007,José da Penha,RN,1717,1980-01-01,
2406106,Jucurutu,RN,1719,1980-01-01,
2407609,Messias Targino,RN,1721,1980-01-01,
2406205,Lagoa d'Anta,RN,1723,1980-01-01,
2406304,Lagoa de Pedras,RN,1725,1980-01-01,
2406403,Lagoa de Velhos,RN,1727,1980-01-01,
2406502,Lagoa Nova,RN,1729,1980-01-01,
2406601,Lagoa Salgada,RN,1731,1980-01-01,
2406700,Lajes,RN,1733,1980-01-01,
2406809,Lajes Pintadas,RN,1735,1980-01-01,
2406908,Lucrécia,RN,1737,1980-01-01,
2407005,Luís Gomes,RN,1739,1980-01-01,
2407104,Macaíba,RN,1741,1980-01-01,
2407203,Macau,RN,1743,1980-01-01,
2407302,Marcelino Vieira,RN,1745,1980-01-01,
2407401,Martins,RN,1747,1980-01-01,
2407500,Maxaranguape,RN,1749,1980-01-01,
2404002,Frutuoso Gomes,RN,1751,1980-01-01,
2407708,Montanhas,RN,1753,1980-01-01,
2407807,Monte Alegre,RN,1755,1980-01-01,
2407906,Monte das Gameleiras,RN,1757,1980-01-01,
2408003,Mossoró,RN,1759,1980-01-01,
2408102,Natal,RN,1761,1980-01-01,
2408201,Nísia Floresta,RN,1763,1980-01-01,
2408300,Nova Cruz,RN,1765,1980-01-01,
2408409,Olho d'Água do Borges,RN,1767,1993-01-04,
2408508,Ouro Branco,RN,1769,1980-01-01,
2408607,Paraná,RN,1771,1980-01-01,
2408706,Paraú,RN,1773,1980-01-01,
2408805,Parazinho,RN,1775,1980-01-01,
2408904,Parelhas,RN,1777,1980-01-01,
2403251,Parnamirim,RN,1779,1980-01-01,
2409100,Passa e Fica,RN,1781,1980-01-01,
2409209,Passagem,RN,1783,1980-01-01,
2409308,Patu,RN,1785,1980-01-01,
2409407,Pau dos Ferros,RN,1787,1980-01-01,
2409506,Pedra Grande,RN,1789,1980-01-01,
2409605,Pedra Preta,RN,1791,1980-01-01,
2409704,Pedro Avelino,RN,1793,1980-01-01,
2409803,Pedro Velho,RN,1795,1980-01-01,
2409902,Pendências,RN,1797,1980-01-01,
2410009,Pilões,RN,1799,1980-01-01,
2410108,Poço Branco,RN,1801,1980-01-01,
2410207,Portalegre,RN,1803,1980-01-01,
2410306,Serra Caiada,RN,1805,1993-01-04,
2410405,Pureza,RN,1807,1980-01-01,
2410504,Rafael Fernandes,RN,1809,1980-01-01,
2410702,Riacho da Cruz,RN,1811,1980-01-01,
2410801,Riacho de Santana,RN,1813,1980-01-01,
2410900,Riachuelo,RN,1815,1980-01-01,
2411007,Rodolfo Fernandes,RN,1817,1980-01-01,
2411106,Ruy Barbosa,RN,1819,1980-01-01,
2411908,São Francisco do Oeste,RN,1821,1980-01-01,
2411205,Santa Cruz,RN,1823,1980-01-01,
2411429,Santana do Seridó,RN,1825,1980-01-01,
2411403,Santana do Matos,RN,1827,1980-01-01,
2411502,Santo Antônio,RN,1829,1980-01-01,
2411601,São Bento do Norte,RN,1831,1980-01-01,
2411700,São Bento do Trairí,RN,1833,1980-01-01,
2411809,São Fernando,RN,1835,1980-01-01,
2412005,São Gonçalo do Amarante,RN,1837,1980-01-01,
2412104,São João do Sabugi,RN,1839,1980-01-01,
2412203,São José de Mipibu,RN,1841,1980-01-01,
2412302,São José do Campestre,RN,1843,1980-01-01,
2412401,São José do Seridó,RN,1845,1980-01-01,
2412500,São Miguel,RN,1847,1980-01-01,
2412609,São Paulo do Potengi,RN,1849,1980-01-01,
2412708,São Pedro,RN,1851,1980-01-01,
2412807,São Rafael,RN,1853,1980-01-01,
2412906,São Tomé,RN,1855,1980-01-01,
2413003,São Vicente,RN,1857,1980-01-01,
2413102,Senador Elói de Souza,RN,1859,1980-01-01,
2413201,Senador Georgino Avelino,RN,1861,1980-01-01,
2413300,Serra de São Bento,RN,1863,1980-01-01,
2413409,Serra Negra do Norte,RN,1865,1980-01-01,
2413508,Serrinha,RN,1867,1980-01-01,
2413607,Severiano Melo,RN,1869,1980-01-01,
2413706,Sítio Novo,RN,1871,1980-01-01,
2413805,Taboleiro Grande,RN,1873,1980-01-01,
2413904,Taipu,RN,1875,1980-01-01,
2414001,Tangará,RN,1877,1980-01-01,
2414100,Tenente Ananias,RN,1879,1980-01-01,
2414209,Tibau do Sul,RN,1881,1980-01-01,
2414308,Timbaúba dos Batistas,RN,1883,1980-01-01,
2414407,Touros,RN,1885,1980-01-01,
2414506,Umarizal,RN,1887,1980-01-01,
2414605,Upanema,RN,1889,1980-01-01,
2414704,Várzea,RN,1891,1980-01-01,
2410603,Rafael Godeiro,RN,1893,1980-01-01,
2414803,Vera Cruz,RN,1895,1980-01-01,
2414902,Viçosa,RN,1897,1980-01-01,
2415008,Vila Flor,RN,1899,1980-01-01,
2500106,Água Branca,PB,1901,1980-01-01,
2500205,Aguiar,PB,1903,1980-01-01,
2500304,Alagoa Grande,PB,1905,1980-01-01,
2500403,Alagoa Nova,PB,1907,1980-01-01,
2500502,Alagoinha,PB,1909,1980-01-01,
2500601,Alhandra,PB,1911,1980-01-01,
2500700,São João do Rio do Peixe,PB,1913,1980-01-01,
2500809,Araçagi,PB,1915,1980-01-01,
2500908,Arara,PB,1917,1980-01-01,
2501005,Araruna,PB,1919,1980-01-01,
2501104,Areia,PB,1921,1980-01-01,
2501203,Areial,PB,1923,1980-01-01,
2501302,Aroeiras,PB,1925,1980-01-01,
2413359,Serra do Mel,RN,1927,1989-06-01,
2501401,Baía da Traição,PB,1929,1980-01-01,
2501500,Bananeiras,PB,1931,1980-01-01,
2501609,Barra de Santa Rosa,PB,1933,1980-01-01,
2501708,Barra de São Miguel,PB,1935,1980-01-01,
2501807,Bayeux,PB,1937,1980-01-01,
2501906,Belém,PB,1939,1980-01-01,
2502003,Belém do Brejo do Cruz,PB,1941,1980-01-01,
2502102,Boa Ventura,PB,1943,1980-01-01,
2502201,Bom Jesus,PB,1945,1980-01-01,
2502300,Bom Sucesso,PB,1947,1980-01-01,
2502409,Bonito de Santa Fé,PB,1949,1980-01-01,
2502508,Boqueirão,PB,1951,1980-01-01,
2502607,Igaracy,PB,1953,1980-01-01,
2502706,Borborema,PB,1955,1980-01-01,
2502805,Brejo do Cruz,PB,1957,1980-01-01,
2502904,Brejo dos Santos,PB,1959,1980-01-01,
2503001,Caaporã,PB,1961,1980-01-01,
2503100,Cabaceiras,PB,1963,1980-01-01,
2503209,Cabedelo,PB,1965,1980-01-01,
2503308,Cachoeira dos Índios,PB,1967,1980-01-01,
2503407,Cacimba de Areia,PB,1969,1980-01-01,
2503506,Cacimba de Dentro,PB,1971,1980-01-01,
2503605,Caiçara,PB,1973,1980-01-01,
2503704,Cajazeiras,PB,1975,1980-01-01,
2503803,Caldas Brandão,PB,1977,1980-01-01,
2503902,Camalaú,PB,1979,1980-01-01,
2504009,Campina Grande,PB,1981,1980-01-01,
2504108,Carrapateira,PB,1983,1980-01-01,
2504207,Catingueira,PB,1985,1980-01-01,
2504306,Catolé do Rocha,PB,1987,1980-01-01,
2504405,Conceição,PB,1989,1980-01-01,
2504504,Condado,PB,1991,1980-01-01,
2504603,Conde,PB,1993,1980-01-01,
2504702,Congo,PB,1995,1980-01-01,
2504801,Coremas,PB,1997,1980-01-01,
2504900,Cruz do Espírito Santo,PB,1999,1980-01-01,
2505006,Cubati,PB,2001,1980-01-01,
2505105,Cuité,PB,2003,1980-01-01,
2505204,Cuitegi,PB,2005,1980-01-01,
2505303,Curral Velho,PB,2007,1980-01-01,
2505402,Desterro,PB,2009,1980-01-01,
2505501,Vista Serrana,PB,2011,1980-01-01,
2505600,Diamante,PB,2013,1980-01-01,
2505709,Dona Inês,PB,2015,1980-01-01,
2505808,Duas Estradas,PB,2017,1980-01-01,
2505907,Emas,PB,2019,1980-01-01,
2506004,Esperança,PB,2021,1980-01-01,
2506103,Fagundes,PB,2023,1980-01-01,
2506202,Frei Martinho,PB,2025,1980-01-01,
2506301,Guarabira,PB,2027,1980-01-01,
2506400,Gurinhém,PB,2029,1980-01-01,
2506509,Gurjão,PB,2031,1980-01-01,
2506608,Ibiara,PB,2033,1980-01-01,
2506707,Imaculada,PB,2035,1980-01-01,
2506806,Ingá,PB,2037,1980-01-01,
2506905,Itabaiana,PB,2039,1980-01-01,
2507002,Itaporanga,PB,2041,1980-01-01,
2507101,Itapororoca,PB,2043,1980-01-01,
2507200,Itatuba,PB,2045,1980-01-01,
2507309,Jacaraú,PB,2047,1980-01-01,
2507408,Jericó,PB,2049,1980-01-01,
2507507,João Pessoa,PB,2051,1980-01-01,
2507606,Juarez Távora,PB,2053,1980-01-01,
2507705,Juazeirinho,PB,2055,1980-01-01,
2507804,Junco do Seridó,PB,2057,1980-01-01,
2507903,Juripiranga,PB,2059,1980-01-01,
2508000,Juru,PB,2061,1980-01-01,
2508109,Lagoa,PB,2063,1980-01-01,
2508208,Lagoa de Dentro,PB,2065,1980-01-01,
2508307,Lagoa Seca,PB,2067,1980-01-01,
2508406,Lastro,PB,2069,1980-01-01,
2508505,Livramento,PB,2071,1980-01-01,
2508604,Lucena,PB,2073,1980-01-01,
2508703,Mãe d'Água,PB,2075,1980-01-01,
2508802,Malta,PB,2077,1980-01-01,
2508901,Mamanguape,PB,2079,1980-01-01,
2509008,Manaíra,PB,2081,1980-01-01,
2509107,Mari,PB,2083,1980-01-01,
2509206,Massaranduba,PB,2085,1980-01-01,
2509305,Mataraca,PB,2087,1980-01-01,
2509404,Mogeiro,PB,2089,1980-01-01,
2509503,Montadas,PB,2091,1980-01-01,
2509602,Monte Horebe,PB,2093,1980-01-01,
2509701,Monteiro,PB,2095,1980-01-01,
2509800,Mulungu,PB,2097,1980-01-01,
2509909,Natuba,PB,2099,1980-01-01,
2510006,Nazarezinho,PB,2101,1980-01-01,
2510105,Nova Floresta,PB,2103,1980-01-01,
2510204,Nova Olinda,PB,2105,1980-01-01,
2510303,Nova Palmeira,PB,2107,1980-01-01,
2510402,Olho d'Água,PB,2109,1980-01-01,
2510501,Olivedos,PB,2111,1980-01-01,
2510600,Ouro Velho,PB,2113,1980-01-01,
2510709,Passagem,PB,2115,1980-01-01,
2510808,Patos,PB,2117,1980-01-01,
2510907,Paulista,PB,2119,1980-01-01,
2511004,Pedra Branca,PB,2121,1980-01-01,
2511103,Pedra Lavrada,PB,2123,1980-01-01,
2511202,Pedras de Fogo,PB,2125,1980-01-01,
2511301,Piancó,PB,2127,1980-01-01,
2511400,Picuí,PB,2129,1980-01-01,
2511509,Pilar,PB,2131,1980-01-01,
2511608,Pilões,PB,2133,1980-01-01,
2511707,Pilõezinhos,PB,2135,1980-01-01,
2511806,Pirpirituba,PB,2137,1980-01-01,
2511905,Pitimbu,PB,2139,1980-01-01,
2512002,Pocinhos,PB,2141,1980-01-01,
2512101,Pombal,PB,2143,1980-01-01,
2512200,Prata,PB,2145,1980-01-01,
2512309,Princesa Isabel,PB,2147,1980-01-01,
2512408,Puxinanã,PB,2149,1980-01-01,
2512507,Queimadas,PB,2151,1980-01-01,
2512606,Quixaba,PB,2153,1980-01-01,
2512705,Remígio,PB,2155,1980-01-01,
2512804,Riacho dos Cavalos,PB,2157,1980-01-01,
2512903,Rio Tinto,PB,2159,1980-01-01,
2513000,Salgadinho,PB,2161,1980-01-01,
2513109,Salgado de São Félix,PB,2163,1980-01-01,
2513208,Santa Cruz,PB,2165,1980-01-01,
2513307,Santa Helena,PB,2167,1980-01-01,
2513406,Santa Luzia,PB,2169,1980-01-01,
2513505,Santana de Mangueira,PB,2171,1980-01-01,
2513604,Santana dos Garrotes,PB,2173,1980-01-01,
2513703,Santa Rita,PB,2175,1980-01-01,
2513802,Santa Teresinha,PB,2177,1980-01-01,
2513901,São Bento,PB,2179,1980-01-01,
2514008,São João do Cariri,PB,2181,1980-01-01,
2514107,São João do Tigre,PB,2183,1980-01-01,
2514206,São José da Lagoa Tapada,PB,2185,1980-01-01,
2514305,São José de Caiana,PB,2187,1980-01-01,
2514404,São José de Espinharas,PB,2189,1980-01-01,
2514503,São José de Piranhas,PB,2191,1980-01-01,
2514602,São José do Bonfim,PB,2193,1980-01-01,
2514701,São José do Sabugi,PB,2195,1980-01-01,
2514800,São José dos Cordeiros,PB,2197,1980-01-01,
2514909,São Mamede,PB,2199,1980-01-01,
2515005,São Miguel de Taipu,PB,2201,1980-01-01,
2515104,São Sebastião de Lagoa de Roça,PB,2203,1980-01-01,
2515203,São Sebastião do Umbuzeiro,PB,2205,1980-01-01,
2515302,Sapé,PB,2207,1980-01-01,
2515401,São Vicente do Seridó,PB,2209,1980-01-01,
2515500,Serra Branca,PB,2211,1980-01-01,
2515609,Serra da Raiz,PB,2213,1980-01-01,
2515708,Serra Grande,PB,2215,1980-01-01,
2515807,Serra Redonda,PB,2217,1980-01-01,
2515906,Serraria,PB,2219,1980-01-01,
2516003,Solânea,PB,2221,1980-01-01,
2516102,Soledade,PB,2223,1980-01-01,
2516201,Sousa,PB,2225,1980-01-01,
2516300,Sumé,PB,2227,1980-01-01,
2516409,Tacima,PB,2229,1980-01-01,
2516508,Taperoá,PB,2231,1980-01-01,
2516607,Tavares,PB,2233,1980-01-01,
2516706,Teixeira,PB,2235,1980-01-01,
2516805,Triunfo,PB,2237,1980-01-01,
2516904,Uiraúna,PB,2239,1980-01-01,
2517001,Umbuzeiro,PB,2241,1980-01-01,
2517100,Várzea,PB,2243,1980-01-01,
2201150,Baixa Grande do Ribeiro,PI,2245,1993-01-04,
2202251,Canavieira,PI,2247,1980-01-01,
2202752,Colônia do Gurguéia,PI,2249,1993-01-04,
2201929,Bonfim do Piauí,PI,2251,1993-01-04,
2202778,Colônia do Piauí,PI,2253,1993-01-04,
2202851,Coronel José Dias,PI,2255,1993-01-04,
2203750,Fartura do Piauí,PI,2257,1993-01-04,
2205565,Lagoa do Barro do Piauí,PI,2259,1993-01-04,
2209377,Santa Rosa do Piauí,PI,2261,1993-01-04,
2209559,São Braz do Piauí,PI,2263,1993-01-04,
2210359,São Lourenço do Piauí,PI,2265,1993-01-04,
2211357,Várzea Branca,PI,2267,1993-01-04,
2200277,Alegrete do Piauí,PI,2269,1993-01-04,
2202091,Caldeirão Grande do Piauí,PI,2271,1993-01-04,
2205151,Jacobina do Piauí,PI,2273,1993-01-04,
2205953,Marcolândia,PI,2275,1993-01-04,
2207777,Patos do Piauí,PI,2277,1993-01-04,
2208650,Queimada Nova,PI,2279,1993-01-04,
2209351,Santana do Piauí,PI,2281,1993-01-04,
2201960,Brasileira,PI,2283,1993-01-04,
2210052,São José do Divino,PI,2285,1993-01-04,
2201919,Bom Princípio do Piauí,PI,2287,1993-01-04,
2608453,Lagoa do Carro,PE,2289,1980-01-01,
2616183,Vertente do Lério,PE,2291,1980-01-01,
2616506,Xexéu,PE,2293,1980-01-01,
2608255,Jucati,PE,2295,1980-01-01,
2612455,Santa Cruz,PE,2297,1980-01-01,
2605152,Dormentes,PE,2299,1980-01-01,
2600104,Afogados da Ingazeira,PE,2301,1980-01-01,
2600203,Afrânio,PE,2303,1980-01-01,
2600302,Agrestina,PE,2305,1980-01-01,
2600401,Água Preta,PE,2307,1980-01-01,
2600500,Águas Belas,PE,2309,1980-01-01,
2600609,Alagoinha,PE,2311,1980-01-01,
2600708,Aliança,PE,2313,1980-01-01,
2600807,Altinho,PE,2315,1980-01-01,
2600906,Amaraji,PE,2317,1980-01-01,
2601003,Angelim,PE,2319,1980-01-01,
2601102,Araripina,PE,2321,1980-01-01,
2601201,Arcoverde,PE,2323,1980-01-01,
2601300,Barra de Guabiraba,PE,2325,1980-01-01,
2601409,Barreiros,PE,2327,1980-01-01,
2601508,Belém de Maria,PE,2329,1980-01-01,
2601607,Belém do São Francisco,PE,2331,1980-01-01,
2601706,Belo Jardim,PE,2333,1980-01-01,
2601805,Betânia,PE,2335,1980-01-01,
2601904,Bezerros,PE,2337,1980-01-01,
2602001,Bodocó,PE,2339,1980-01-01,
2602100,Bom Conselho,PE,2341,1980-01-01,
2602209,Bom Jardim,PE,2343,1980-01-01,
2602308,Bonito,PE,2345,1980-01-01,
2602407,Brejão,PE,2347,1980-01-01,
2602506,Brejinho,PE,2349,1980-01-01,
2602605,Brejo da Madre de Deus,PE,2351,1980-01-01,
2602704,Buenos Aires,PE,2353,1980-01-01,
2602803,Buíque,PE,2355,1980-01-01,
2602902,Cabo de Santo Agostinho,PE,2357,1980-01-01,
2603009,Cabrobó,PE,2359,1980-01-01,
2603108,Cachoeirinha,PE,2361,1980-01-01,
2603207,Caetés,PE,2363,1980-01-01,
2603306,Calçado,PE,2365,1980-01-01,
2603405,Calumbi,PE,2367,1980-01-01,
2603504,Camocim de São Félix,PE,2369,1980-01-01,
2603603,Camutanga,PE,2371,1980-01-01,
2603702,Canhotinho,PE,2373,1980-01-01,
2603801,Capoeiras,PE,2375,1980-01-01,
2603900,Carnaíba,PE,2377,1980-01-01,
2604007,Carpina,PE,2379,1980-01-01,
2604106,Caruaru,PE,2381,1980-01-01,
2604205,Catende,PE,2383,1980-01-01,
2604304,Cedro,PE,2385,1980-01-01,
2604403,Chã de Alegria,PE,2387,1980-01-01,
2604502,Chã Grande,PE,2389,1980-01-01,
2604601,Condado,PE,2391,1980-01-01,
2604700,Correntes,PE,2393,1980-01-01,
2604809,Cortês,PE,2395,1980-01-01,
2604908,Cumaru,PE,2397,1980-01-01,
2605004,Cupira,PE,2399,1980-01-01,
2605103,Custódia,PE,2401,1980-01-01,
2605202,Escada,PE,2403,1980-01-01,
2605301,Exu,PE,2405,1980-01-01,
2605400,Feira Nova,PE,2407,1980-01-01,
2605509,Ferreiros,PE,2409,1980-01-01,
2605608,Flores,PE,2411,1980-01-01,
2605707,Floresta,PE,2413,1980-01-01,
2605806,Frei Miguelinho,PE,2415,1980-01-01,
2605905,Gameleira,PE,2417,1980-01-01,
2606002,Garanhuns,PE,2419,1980-01-01,
2606101,Glória do Goitá,PE,2421,1980-01-01,
2606200,Goiana,PE,2423,1980-01-01,
2606309,Granito,PE,2425,1980-01-01,
2606408,Gravatá,PE,2427,1980-01-01,
2606507,Iati,PE,2429,1980-01-01,
2606606,Ibimirim,PE,2431,1980-01-01,
2606705,Ibirajuba,PE,2433,1980-01-01,
2606804,Igarassu,PE,2435,1980-01-01,
2606903,Iguaracy,PE,2437,1980-01-01,
2607000,Inajá,PE,2439,1980-01-01,
2607109,Ingazeira,PE,2441,1980-01-01,
2607208,Ipojuca,PE,2443,1980-01-01,
2607307,Ipubi,PE,2445,1980-01-01,
2607406,Itacuruba,PE,2447,1980-01-01,
2607505,Itaíba,PE,2449,1980-01-01,
2607604,Ilha de Itamaracá,PE,2451,1980-01-01,
2607703,Itapetim,PE,2453,1980-01-01,
2607802,Itaquitinga,PE,2455,1980-01-01,
2607901,Jaboatão dos Guararapes,PE,2457,1980-01-01,
2608008,Jataúba,PE,2459,1980-01-01,
2608107,João Alfredo,PE,2461,1980-01-01,
2608206,Joaquim Nabuco,PE,2463,1980-01-01,
2608305,Jupi,PE,2465,1980-01-01,
2608404,Jurema,PE,2467,1980-01-01,
2608503,Lagoa de Itaenga,PE,2469,1980-01-01,
2608602,Lagoa do Ouro,PE,2471,1980-01-01,
2608701,Lagoa dos Gatos,PE,2473,1980-01-01,
2608800,Lajedo,PE,2475,1980-01-01,
2608909,Limoeiro,PE,2477,1980-01-01,
2609006,Macaparana,PE,2479,1980-01-01,
2609105,Machados,PE,2481,1980-01-01,
2609204,Maraial,PE,2483,1980-01-01,
2609303,Mirandiba,PE,2485,1980-01-01,
2609402,Moreno,PE,2487,1980-01-01,
2609501,Nazaré da Mata,PE,2489,1980-01-01,
2609600,Olinda,PE,2491,1980-01-01,
2609709,Orobó,PE,2493,1980-01-01,
2609808,Orocó,PE,2495,1980-01-01,
2609907,Ouricuri,PE,2497,1980-01-01,
2610004,Palmares,PE,2499,1980-01-01,
2610103,Palmeirina,PE,2501,1980-01-01,
2610202,Panelas,PE,2503,1980-01-01,
2610301,Paranatama,PE,2505,1980-01-01,
2610400,Parnamirim,PE,2507,1980-01-01,
2610509,Passira,PE,2509,1980-01-01,
2610608,Paudalho,PE,2511,1980-01-01,
2610707,Paulista,PE,2513,1980-01-01,
2610806,Pedra,PE,2515,1980-01-01,
2610905,Pesqueira,PE,2517,1980-01-01,
2611002,Petrolândia,PE,2519,1980-01-01,
2611101,Petrolina,PE,2521,1980-01-01,
2611200,Poção,PE,2523,1980-01-01,
2611309,Pombos,PE,2525,1980-01-01,
2611408,Primavera,PE,2527,1980-01-01,
2611507,Quipapá,PE,2529,1980-01-01,
2611606,Recife,PE,2531,1980-01-01,
2611705,Riacho das Almas,PE,2533,1980-01-01,
2611804,Ribeirão,PE,2535,1980-01-01,
2611903,Rio Formoso,PE,2537,1980-01-01,
2612000,Sairé,PE,2539,1980-01-01,
2612109,Salgadinho,PE,2541,1980-01-01,
2612208,Salgueiro,PE,2543,1980-01-01,
