ibge_code,name,uf,tom_code,created_at,extinguished_at
3137007,Ladainha,MG,4739,1980-01-01,
3137106,Lagamar,MG,4741,1980-01-01,
3137205,Lagoa da Prata,MG,4743,1980-01-01,
3137304,Lagoa dos Patos,MG,4745,1980-01-01,
3137403,Lagoa Dourada,MG,4747,1980-01-01,
3137502,Lagoa Formosa,MG,4749,1980-01-01,
3137601,Lagoa Santa,MG,4751,1980-01-01,
3137700,Lajinha,MG,4753,1980-01-01,
3137809,Lambari,MG,4755,1980-01-01,
3137908,Lamim,MG,4757,1980-01-01,
3138005,Laranjal,MG,4759,1980-01-01,
3138104,Lassance,MG,4761,1980-01-01,
3138203,Lavras,MG,4763,1980-01-01,
3138302,Leandro Ferreira,MG,4765,1980-01-01,
3138401,Leopoldina,MG,4767,1980-01-01,
3138500,Liberdade,MG,4769,1980-01-01,
3138609,Lima Duarte,MG,4771,1980-01-01,
3138708,Luminárias,MG,4773,1980-01-01,
3138807,Luz,MG,4775,1980-01-01,
3138906,Machacalis,MG,4777,1980-01-01,
3139003,Machado,MG,4779,1980-01-01,
3139102,Madre de Deus de Minas,MG,4781,1980-01-01,
3139201,Malacacheta,MG,4783,1980-01-01,
3139300,Manga,MG,4785,1980-01-01,
3139409,Manhuaçu,MG,4787,1980-01-01,
3139508,Manhumirim,MG,4789,1980-01-01,
3139607,Mantena,MG,4791,1980-01-01,
3139706,Maravilhas,MG,4793,1980-01-01,
3139805,Mar de Espanha,MG,4795,1980-01-01,
3139904,Maria da Fé,MG,4797,1980-01-01,
3140001,Mariana,MG,4799,1980-01-01,
3140100,Marilac,MG,4801,1980-01-01,
3140209,Maripá de Minas,MG,4803,1980-01-01,
3140308,Marliéria,MG,4805,1980-01-01,
3140407,Marmelópolis,MG,4807,1980-01-01,
3140506,Martinho Campos,MG,4809,1980-01-01,
3140605,Materlândia,MG,4811,1980-01-01,
3140704,Mateus Leme,MG,4813,1980-01-01,
3140803,Matias Barbosa,MG,4815,1980-01-01,
3140902,Matipó,MG,4817,1980-01-01,
3141009,Mato Verde,MG,4819,1980-01-01,
3141108,Matozinhos,MG,4821,1980-01-01,
3141207,Matutina,MG,4823,1980-01-01,
3141306,Medeiros,MG,4825,1980-01-01,
3141405,Medina,MG,4827,1980-01-01,
3141504,Mendes Pimentel,MG,4829,1980-01-01,
3141603,Mercês,MG,4831,1980-01-01,
3141702,Mesquita,MG,4833,1980-01-01,
3141801,Minas Novas,MG,4835,1980-01-01,
3141900,Minduri,MG,4837,1980-01-01,
3142007,Mirabela,MG,4839,1980-01-01,
3142106,Miradouro,MG,4841,1980-01-01,
3142205,Miraí,MG,4843,1980-01-01,
3142304,Moeda,MG,4845,1980-01-01,
3142403,Moema,MG,4847,1980-01-01,
3142502,Monjolos,MG,4849,1980-01-01,
3142601,Monsenhor Paulo,MG,4851,1980-01-01,
3142700,Montalvânia,MG,4853,1980-01-01,
3142809,Monte Alegre de Minas,MG,4855,1980-01-01,
3142908,Monte Azul,MG,4857,1980-01-01,
3143005,Monte Belo,MG,4859,1980-01-01,
3143104,Monte Carmelo,MG,4861,1980-01-01,
3143203,Monte Santo de Minas,MG,4863,1980-01-01,
3143302,Montes Claros,MG,4865,1980-01-01,
3143401,Monte Sião,MG,4867,1980-01-01,
3143500,Morada Nova de Minas,MG,4869,1980-01-01,
3143609,Morro da Garça,MG,4871,1980-01-01,
3143708,Morro do Pilar,MG,4873,1980-01-01,
3143807,Munhoz,MG,4875,1980-01-01,
3143906,Muriaé,MG,4877,1980-01-01,
3144003,Mutum,MG,4879,1980-01-01,
3144102,Muzambinho,MG,4881,1980-01-01,
3144201,Nacip Raydan,MG,4883,1980-01-01,
3144300,Nanuque,MG,4885,1980-01-01,
3144409,Natércia,MG,4887,1980-01-01,
3144508,Nazareno,MG,4889,1980-01-01,
3144607,Nepomuceno,MG,4891,1980-01-01,
3144706,Nova Era,MG,4893,1980-01-01,
3144805,Nova Lima,MG,4895,1980-01-01,
3144904,Nova Módica,MG,4897,1980-01-01,
3145000,Nova Ponte,MG,4899,1980-01-01,
3145109,Nova Resende,MG,4901,1980-01-01,
3145208,Nova Serrana,MG,4903,1980-01-01,
3145307,Novo Cruzeiro,MG,4905,1980-01-01,
3145406,Olaria,MG,4907,1980-01-01,
3145505,Olímpio Noronha,MG,4909,1980-01-01,
3145604,Oliveira,MG,4911,1980-01-01,
3145703,Oliveira Fortes,MG,4913,1980-01-01,
3145802,Onça de Pitangui,MG,4915,1980-01-01,
3145901,Ouro Branco,MG,4917,1980-01-01,
3146008,Ouro Fino,MG,4919,1980-01-01,
3146107,Ouro Preto,MG,4921,1980-01-01,
3146206,Ouro Verde de Minas,MG,4923,1980-01-01,
3146305,Padre Paraíso,MG,4925,1980-01-01,
3146404,Paineiras,MG,4927,1980-01-01,
3146503,Pains,MG,4929,1980-01-01,
3146602,Paiva,MG,4931,1980-01-01,
3146701,Palma,MG,4933,1980-01-01,
3127057,Fronteira dos Vales,MG,4935,1980-01-01,
3146909,Papagaios,MG,4937,1980-01-01,
3147006,Paracatu,MG,4939,1980-01-01,
3147105,Pará de Minas,MG,4941,1980-01-01,
3147204,Paraguaçu,MG,4943,1980-01-01,
3147303,Paraisópolis,MG,4945,1980-01-01,
3147402,Paraopeba,MG,4947,1980-01-01,
3147501,Passabém,MG,4949,1980-01-01,
3147600,Passa Quatro,MG,4951,1980-01-01,
3147709,Passa Tempo,MG,4953,1980-01-01,
3147808,Passa Vinte,MG,4955,1980-01-01,
3147907,Passos,MG,4957,1980-01-01,
3148004,Patos de Minas,MG,4959,1980-01-01,
3148103,Patrocínio,MG,4961,1980-01-01,
3148202,Patrocínio do Muriaé,MG,4963,1980-01-01,
3148301,Paula Cândido,MG,4965,1980-01-01,
3148400,Paulistas,MG,4967,1980-01-01,
3148509,Pavão,MG,4969,1980-01-01,
3148608,Peçanha,MG,4971,1980-01-01,
3148707,Pedra Azul,MG,4973,1980-01-01,
3148806,Pedra do Anta,MG,4975,1980-01-01,
3148905,Pedra do Indaiá,MG,4977,1980-01-01,
3149002,Pedra Dourada,MG,4979,1980-01-01,
3149101,Pedralva,MG,4981,1980-01-01,
3149200,Pedrinópolis,MG,4983,1980-01-01,
3149309,Pedro Leopoldo,MG,4985,1980-01-01,
3149408,Pedro Teixeira,MG,4987,1980-01-01,
3149507,Pequeri,MG,4989,1980-01-01,
3149606,Pequi,MG,4991,1980-01-01,
3149705,Perdigão,MG,4993,1980-01-01,
3149804,Perdizes,MG,4995,1980-01-01,
3149903,Perdões,MG,4997,1980-01-01,
3150000,Pescador,MG,4999,1980-01-01,
3150109,Piau,MG,5001,1980-01-01,
3150208,Piedade de Ponte Nova,MG,5003,1980-01-01,
3150307,Piedade do Rio Grande,MG,5005,1980-01-01,
3150406,Piedade dos Gerais,MG,5007,1980-01-01,
3150505,Pimenta,MG,5009,1980-01-01,
3150604,Piracema,MG,5011,1980-01-01,
3150703,Pirajuba,MG,5013,1980-01-01,
3150802,Piranga,MG,5015,1980-01-01,
3150901,Piranguçu,MG,5017,1980-01-01,
3151008,Piranguinho,MG,5019,1980-01-01,
3151107,Pirapetinga,MG,5021,1980-01-01,
3151206,Pirapora,MG,5023,1980-01-01,
3151305,Piraúba,MG,5025,1980-01-01,
3151404,Pitangui,MG,5027,1980-01-01,
3151503,Piumhi,MG,5029,1980-01-01,
3151602,Planura,MG,5031,1980-01-01,
3151701,Poço Fundo,MG,5033,1980-01-01,
3151800,Poços de Caldas,MG,5035,1980-01-01,
3151909,Pocrane,MG,5037,1980-01-01,
3152006,Pompéu,MG,5039,1980-01-01,
3152105,Ponte Nova,MG,5041,1980-01-01,
3152204,Porteirinha,MG,5043,1980-01-01,
3152303,Porto Firme,MG,5045,1980-01-01,
3152402,Poté,MG,5047,1980-01-01,
3152501,Pouso Alegre,MG,5049,1980-01-01,
3152600,Pouso Alto,MG,5051,1980-01-01,
3152709,Prados,MG,5053,1980-01-01,
3152808,Prata,MG,5055,1980-01-01,
3152907,Pratápolis,MG,5057,1980-01-01,
3153004,Pratinha,MG,5059,1980-01-01,
3153103,Presidente Bernardes,MG,5061,1993-01-04,
3153202,Presidente Juscelino,MG,5063,1980-01-01,
3153301,Presidente Kubitschek,MG,5065,1980-01-01,
3153400,Presidente Olegário,MG,5067,1980-01-01,
3153509,Alto Jequitibá,MG,5069,1993-01-04,
3153608,Prudente de Morais,MG,5071,1980-01-01,
3153707,Quartel Geral,MG,5073,1980-01-01,
3153806,Queluzito,MG,5075,1980-01-01,
3153905,Raposos,MG,5077,1980-01-01,
3154002,Raul Soares,MG,5079,1980-01-01,
3154101,Recreio,MG,5081,1980-01-01,
3154200,Resende Costa,MG,5083,1980-01-01,
3154309,Resplendor,MG,5085,1980-01-01,
3154408,Ressaquinha,MG,5087,1980-01-01,
3154507,Riacho dos Machados,MG,5089,1980-01-01,
3154606,Ribeirão das Neves,MG,5091,1980-01-01,
3154705,Ribeirão Vermelho,MG,5093,1980-01-01,
3154804,Rio Acima,MG,5095,1980-01-01,
3154903,Rio Casca,MG,5097,1980-01-01,
3155009,Rio Doce,MG,5099,1980-01-01,
3155108,Rio do Prado,MG,5101,1980-01-01,
3155207,Rio Espera,MG,5103,1980-01-01,
3155306,Rio Manso,MG,5105,1980-01-01,
3155405,Rio Novo,MG,5107,1980-01-01,
3155504,Rio Paranaíba,MG,5109,1980-01-01,
3155603,Rio Pardo de Minas,MG,5111,1980-01-01,
3155702,Rio Piracicaba,MG,5113,1980-01-01,
3155801,Rio Pomba,MG,5115,1980-01-01,
